Country,Power_Plant,Capacity_MW,Year_Commissioned,Operator,Type,Fuel,Location,Status,Construction_Start,Cost_Billion_USD,Safety_Rating
Oman,Costa-Edwards,381500,2005,"Cantu, Short and Stark",Boiling Water Reactor,Mixed Oxide Fuel,"Petersenville, Oman",Operational,1978,5.51,1
Saint Martin,Bryant PLC,313200,2011,"Huynh, Davis and Johnson",Pressurized Water Reactor,Mixed Oxide Fuel,"Beckymouth, Saint Martin",Planned,1995,2.57,4
Chile,Anderson Inc,122800,2008,Torres-Adams,Boiling Water Reactor,Uranium,"North Jeffreyberg, Chile",Decommissioned,2000,4.58,2
Panama,Mason-Dillon,387900,1980,"White, Cooper and Roman",Pressurized Water Reactor,Mixed Oxide Fuel,"West Jayfurt, Panama",Planned,1972,7.9,4
Bhutan,"Smith, Fernandez and Cummings",294100,1973,Williams PLC,Fast Breeder Reactor,Mixed Oxide Fuel,"Allenberg, Bhutan",Under Construction,2016,6.03,3
Comoros,Nolan-Hart,311000,2017,"Trevino, Beck and Morgan",Boiling Water Reactor,Thorium,"Lukeberg, Comoros",Decommissioned,2013,9.37,4
Yemen,Brewer-Wells,126000,1990,Rollins LLC,Boiling Water Reactor,Mixed Oxide Fuel,"Angelaberg, Yemen",Planned,1970,4.31,2
South Georgia and the South Sandwich Islands,Carson Inc,74300,2000,"Torres, Rowe and Carrillo",Fast Breeder Reactor,Uranium,"New Barbaraview, South Georgia and the South Sandwich Islands",Decommissioned,1982,6.15,1
Guinea-Bissau,Wood-Santos,106000,1992,"Mcdonald, Obrien and Ellis",Boiling Water Reactor,Mixed Oxide Fuel,"West Richard, Guinea-Bissau",Planned,1998,7.67,2
Azerbaijan,Smith PLC,65300,2001,"Thompson, Guzman and Anderson",Boiling Water Reactor,Uranium,"Patriciafurt, Azerbaijan",Under Construction,2011,6.13,5
Norfolk Island,Gallegos Inc,288100,1985,King LLC,Pressurized Water Reactor,Thorium,"Larryton, Norfolk Island",Decommissioned,2005,3.6,2
Burkina Faso,Smith-Berry,201900,2018,Ponce-Burton,Pressurized Water Reactor,Thorium,"Tapiastad, Burkina Faso",Decommissioned,1987,7.33,1
Kenya,Stewart-Cunningham,179600,1997,Alvarado-Williams,Boiling Water Reactor,Mixed Oxide Fuel,"Port Michael, Kenya",Planned,1985,5.75,2
Iraq,Elliott PLC,203800,2013,Cherry PLC,Pressurized Water Reactor,Uranium,"Port Chelsea, Iraq",Decommissioned,1989,2.39,1
Timor-Leste,"Crawford, Hansen and Brown",357600,1990,Smith-Shaw,Pressurized Water Reactor,Thorium,"Lake Deborahfurt, Timor-Leste",Under Construction,1986,7.55,5
Maldives,Romero Ltd,492800,1994,"Johns, Wright and Hale",Fast Breeder Reactor,Mixed Oxide Fuel,"Kathymouth, Maldives",Operational,1997,4.55,3
Bolivia,Solis PLC,364100,2019,Duran-King,Fast Breeder Reactor,Mixed Oxide Fuel,"West Amyfort, Bolivia",Under Construction,2023,3.63,1
Mali,Swanson-Campos,297500,2000,Wise-Simpson,Pressurized Water Reactor,Uranium,"Brianhaven, Mali",Decommissioned,1986,3.19,4
Nepal,Walker and Sons,89400,1992,"Reyes, Mcfarland and Bray",Fast Breeder Reactor,Uranium,"Wilsonfurt, Nepal",Decommissioned,2010,1.37,2
Holy See (Vatican City State),Huynh PLC,479200,2006,"Anthony, Wood and Berry",Pressurized Water Reactor,Mixed Oxide Fuel,"Lake Alex, Holy See (Vatican City State)",Operational,2000,4.08,4
Serbia,"Dyer, Hill and Anderson",62700,1988,Logan and Sons,Fast Breeder Reactor,Uranium,"Waltersmouth, Serbia",Planned,1986,6.29,2
Micronesia,"Cervantes, Lewis and Butler",98000,2000,Waller PLC,Pressurized Water Reactor,Thorium,"New Andrea, Micronesia",Under Construction,1971,8.2,5
Brazil,"Collins, Frank and Fitzgerald",102700,2005,Shea Group,Fast Breeder Reactor,Thorium,"Port Jamesside, Brazil",Under Construction,2015,6.74,3
Algeria,Willis-Davis,204000,2010,Finley Group,Boiling Water Reactor,Uranium,"South Debbie, Algeria",Planned,1995,5.92,1
Sweden,"Oliver, Hayes and Mendoza",352300,2007,"Rodriguez, Espinoza and Chambers",Fast Breeder Reactor,Mixed Oxide Fuel,"Davidstad, Sweden",Decommissioned,1982,8.56,4
Turkey,Jackson-Parker,325400,2016,Ray PLC,Pressurized Water Reactor,Mixed Oxide Fuel,"New Melissa, Turkey",Decommissioned,2021,1.12,5
Trinidad and Tobago,Jones-Lucas,461200,2012,Nixon-Lynn,Boiling Water Reactor,Uranium,"West Harry, Trinidad and Tobago",Operational,2016,4.16,1
Togo,"Webb, Davis and Fields",489600,2010,Gutierrez-Terrell,Fast Breeder Reactor,Thorium,"South Kristophertown, Togo",Decommissioned,2009,3.01,5
Belgium,Carr PLC,280100,2001,Conway PLC,Fast Breeder Reactor,Mixed Oxide Fuel,"Malonefurt, Belgium",Under Construction,1995,8.43,4
Cook Islands,Anderson PLC,242700,1981,Byrd-Gould,Boiling Water Reactor,Thorium,"Adamhaven, Cook Islands",Operational,1996,2.47,3
Ecuador,"Ferrell, Davis and Stein",228300,1992,"Howard, Harris and Mccullough",Pressurized Water Reactor,Mixed Oxide Fuel,"Lake Rachel, Ecuador",Decommissioned,1993,6.74,3
Kuwait,Williams-West,222300,1983,"Arias, Gates and Baker",Pressurized Water Reactor,Uranium,"Scottborough, Kuwait",Operational,2009,7.98,4
Bahamas,"Benson, Wolfe and Robinson",182700,2012,"Ramos, Moore and Buck",Fast Breeder Reactor,Mixed Oxide Fuel,"Lake Brittany, Bahamas",Planned,2006,3.37,1
Sudan,Bryan PLC,275100,1983,"Johnson, Dunn and Pierce",Fast Breeder Reactor,Mixed Oxide Fuel,"Mooretown, Sudan",Under Construction,1970,7.03,5
Cuba,"Bryant, Johnson and Davis",440100,1986,Martinez-Boyd,Boiling Water Reactor,Mixed Oxide Fuel,"Philipmouth, Cuba",Planned,2001,1.12,4
Tanzania,Herrera-Gordon,399000,2021,Hill and Sons,Fast Breeder Reactor,Thorium,"Lake Bobby, Tanzania",Planned,1997,2.2,3
Guinea-Bissau,Romero LLC,89200,1978,Black-Thomas,Pressurized Water Reactor,Mixed Oxide Fuel,"Port Carolburgh, Guinea-Bissau",Decommissioned,2023,2.47,5
North Macedonia,Martinez LLC,315500,1991,Cain Inc,Fast Breeder Reactor,Thorium,"Hendersonland, North Macedonia",Under Construction,1995,4.51,3
Isle of Man,Hayes and Sons,448600,1986,Carlson PLC,Fast Breeder Reactor,Uranium,"Andreaburgh, Isle of Man",Under Construction,1984,9.7,4
Cape Verde,Garcia-Lopez,348900,1975,Combs Inc,Boiling Water Reactor,Thorium,"North Alexandraborough, Cape Verde",Planned,1973,2.34,3
Ireland,Campos-Simmons,309000,1978,"Brown, Bryant and Hall",Fast Breeder Reactor,Thorium,"North Ruthtown, Ireland",Decommissioned,1982,4.65,2
Saint Martin,Young-Carter,452100,1984,Stanley Group,Boiling Water Reactor,Uranium,"West Jacob, Saint Martin",Decommissioned,1970,3.45,3
Congo,Hernandez and Sons,159400,1977,Jones-Silva,Boiling Water Reactor,Uranium,"Georgeburgh, Congo",Decommissioned,1982,8.6,4
Indonesia,Pratt-Alvarado,442800,2007,"Evans, Gonzalez and David",Boiling Water Reactor,Mixed Oxide Fuel,"Port Richard, Indonesia",Under Construction,1984,9.96,5
Hong Kong,Hunt Ltd,248700,1989,Walsh LLC,Boiling Water Reactor,Mixed Oxide Fuel,"North Connorside, Hong Kong",Under Construction,1993,9.62,2
Czech Republic,Thompson-Montoya,240400,1972,Mcgrath-Rodriguez,Fast Breeder Reactor,Mixed Oxide Fuel,"South Leah, Czech Republic",Under Construction,1970,6.28,2
Vanuatu,Fletcher PLC,134200,2023,Proctor Group,Pressurized Water Reactor,Mixed Oxide Fuel,"South Dominique, Vanuatu",Decommissioned,1975,5.32,3
Seychelles,Coleman-Oneal,237000,2018,"Smith, Hester and Whitehead",Fast Breeder Reactor,Thorium,"Ryanbury, Seychelles",Planned,2006,7.97,3
Northern Mariana Islands,"Avila, Brown and Dunn",424000,2003,"Patton, Wilson and Lowe",Pressurized Water Reactor,Thorium,"Derrickberg, Northern Mariana Islands",Planned,2013,9.58,1
Guinea,Anderson and Sons,308700,1988,Adkins-Hall,Pressurized Water Reactor,Uranium,"Petersside, Guinea",Decommissioned,1974,7.26,1
Puerto Rico,"Anderson, Mclean and Brown",96100,1986,"Barnes, West and Johnson",Fast Breeder Reactor,Thorium,"North Randytown, Puerto Rico",Operational,1985,8.63,4
Gabon,Boyd Group,130900,1991,Parker Ltd,Fast Breeder Reactor,Uranium,"Donmouth, Gabon",Decommissioned,1985,9.9,5
Chad,"Garcia, Berger and Oneal",107900,1988,Reed Ltd,Pressurized Water Reactor,Uranium,"Charlesmouth, Chad",Operational,2015,9.48,2
Yemen,Cole-Perry,478100,1983,Palmer Inc,Boiling Water Reactor,Thorium,"Amymouth, Yemen",Planned,2012,2.68,3
Morocco,"Dunn, Fernandez and Bauer",366100,1982,Garcia and Sons,Boiling Water Reactor,Thorium,"New Tracy, Morocco",Planned,2023,1.87,5
Cuba,Lindsey Ltd,280400,1998,Hill-Oconnell,Fast Breeder Reactor,Uranium,"New Cherylbury, Cuba",Decommissioned,1993,3.92,1
Luxembourg,"Harris, Williams and Greer",140700,2010,Reynolds Inc,Pressurized Water Reactor,Mixed Oxide Fuel,"Port Nicolefort, Luxembourg",Operational,2017,1.49,4
American Samoa,Flores Inc,148400,1979,Evans-Cain,Pressurized Water Reactor,Uranium,"Colonchester, American Samoa",Decommissioned,1990,2.72,4
Sao Tome and Principe,Brown and Sons,312900,2008,Hernandez PLC,Fast Breeder Reactor,Mixed Oxide Fuel,"West Bonniefurt, Sao Tome and Principe",Under Construction,1994,9.23,5
Zimbabwe,"Jackson, Smith and Dawson",250000,2016,Mendez-Taylor,Pressurized Water Reactor,Mixed Oxide Fuel,"Crystalbury, Zimbabwe",Under Construction,1973,6.99,5
Argentina,Melendez Group,386000,2008,Pearson-Nelson,Pressurized Water Reactor,Uranium,"Fowlerborough, Argentina",Planned,2015,5.98,4
Norfolk Island,Bryant Group,407100,2012,"Herman, Frank and Jackson",Pressurized Water Reactor,Mixed Oxide Fuel,"North Johnberg, Norfolk Island",Planned,2011,8.26,2
United States Virgin Islands,Fleming-Davis,425800,2021,"Boyd, Wagner and Baldwin",Pressurized Water Reactor,Thorium,"East Amandaview, United States Virgin Islands",Operational,2014,4.96,3
Malaysia,Dixon-Brown,77600,2005,"Long, Baker and Tapia",Pressurized Water Reactor,Thorium,"Simmonsmouth, Malaysia",Operational,2008,6.61,2
Mozambique,"Smith, Williams and Raymond",67600,1997,Zhang-Woods,Pressurized Water Reactor,Thorium,"Danielberg, Mozambique",Decommissioned,1971,7.22,3
Albania,"Alvarez, Freeman and Flores",338900,1996,Adams Ltd,Boiling Water Reactor,Thorium,"North Richardhaven, Albania",Decommissioned,2012,7.88,3
United States Virgin Islands,Miller-Jones,198900,1970,Fuller and Sons,Fast Breeder Reactor,Mixed Oxide Fuel,"Pricechester, United States Virgin Islands",Planned,2003,1.61,2
Peru,Solis Ltd,128000,1988,Blankenship Ltd,Fast Breeder Reactor,Uranium,"Lake Toddville, Peru",Under Construction,1977,8.94,1
Martinique,Hernandez-Shaw,314200,1976,Frey-Smith,Boiling Water Reactor,Uranium,"Williamsmouth, Martinique",Decommissioned,2002,1.82,2
Vietnam,Anderson-Grant,495000,1977,"Long, Smith and Baxter",Pressurized Water Reactor,Uranium,"Deleonville, Vietnam",Decommissioned,2005,2.24,4
Uzbekistan,Miles LLC,254900,2021,Knight-Cooper,Boiling Water Reactor,Thorium,"Lake Kenneth, Uzbekistan",Planned,1984,2.4,3
Afghanistan,Rodriguez-Manning,143300,2005,"Hill, Bowman and Mills",Fast Breeder Reactor,Mixed Oxide Fuel,"Pearsonland, Afghanistan",Operational,1976,7.41,1
French Guiana,Evans-James,247000,2019,"Roberts, Houston and Flores",Pressurized Water Reactor,Thorium,"South Ginabury, French Guiana",Planned,1999,1.95,3
Palestinian Territory,Brown PLC,312200,1980,"Rollins, Cook and Jackson",Pressurized Water Reactor,Mixed Oxide Fuel,"Bethanyland, Palestinian Territory",Operational,2020,3.19,2
Kiribati,Smith Inc,282900,2016,Reed Inc,Boiling Water Reactor,Thorium,"Timothyton, Kiribati",Operational,2007,4.1,4
Poland,"Pacheco, Armstrong and Hull",449000,1990,Velasquez-Bautista,Boiling Water Reactor,Mixed Oxide Fuel,"Lake Saraburgh, Poland",Planned,2020,4.97,1
Western Sahara,Taylor-Morris,336500,2005,Murphy-Calderon,Pressurized Water Reactor,Thorium,"North James, Western Sahara",Under Construction,1996,1.25,1
American Samoa,Leonard-Sanchez,289300,1995,Clark PLC,Boiling Water Reactor,Thorium,"Lake Sherry, American Samoa",Operational,1984,1.39,5
Jamaica,Johnson-Swanson,128000,1994,Trujillo Ltd,Boiling Water Reactor,Uranium,"Averyfort, Jamaica",Under Construction,1985,3.05,1
Croatia,Stone Inc,430100,2008,Moore and Sons,Boiling Water Reactor,Uranium,"East Megan, Croatia",Under Construction,2005,2.36,1
Germany,White Group,118700,2001,Brock Group,Fast Breeder Reactor,Thorium,"Port Danielleport, Germany",Operational,1982,7.45,5
Samoa,"Hall, Chen and Johnston",384400,1984,Curtis-Smith,Pressurized Water Reactor,Thorium,"Adrianberg, Samoa",Operational,2011,3.55,2
Georgia,"Klein, Elliott and Hurst",310100,2007,"Chapman, Lopez and Lynch",Pressurized Water Reactor,Mixed Oxide Fuel,"Port Anaburgh, Georgia",Operational,2006,6.13,1
French Polynesia,"Salazar, Riley and Hunter",62700,1973,"Sullivan, Mahoney and Patterson",Pressurized Water Reactor,Mixed Oxide Fuel,"North Alice, French Polynesia",Planned,1985,2.46,2
Ethiopia,Douglas PLC,103900,1975,Watson Ltd,Fast Breeder Reactor,Thorium,"Wilsonfort, Ethiopia",Under Construction,1998,2.72,1
Puerto Rico,Jackson-Wilkinson,131600,1993,Miller-Gardner,Fast Breeder Reactor,Uranium,"Jamesburgh, Puerto Rico",Planned,2012,2.13,2
Morocco,Torres PLC,240700,1972,Flores-Miranda,Pressurized Water Reactor,Uranium,"North Adam, Morocco",Planned,1981,8.53,5
Andorra,Pittman-Alexander,409100,2004,Miller LLC,Pressurized Water Reactor,Uranium,"New Bethborough, Andorra",Under Construction,2016,2.96,1
New Zealand,Jackson Inc,226300,2001,Blanchard-Brown,Boiling Water Reactor,Thorium,"Whiteton, New Zealand",Planned,1992,4.13,4
Afghanistan,Moore-Castro,51100,1970,Weber-Smith,Fast Breeder Reactor,Thorium,"Lake Christian, Afghanistan",Under Construction,1971,2.23,5
Botswana,Barrett LLC,153900,1985,Vaughan and Sons,Fast Breeder Reactor,Mixed Oxide Fuel,"North Ebony, Botswana",Planned,2016,3.95,4
Mayotte,Fry-Grant,230400,2012,Foster Inc,Boiling Water Reactor,Thorium,"Joycechester, Mayotte",Under Construction,1970,4.84,2
Kyrgyz Republic,Washington LLC,132600,2001,"Arnold, Anderson and Wells",Pressurized Water Reactor,Mixed Oxide Fuel,"West Jamesfurt, Kyrgyz Republic",Planned,1979,5.56,5
Christmas Island,Davis LLC,125300,2015,"Bradley, Thomas and Davis",Boiling Water Reactor,Thorium,"Ashleymouth, Christmas Island",Planned,1997,9.01,2
Swaziland,"Smith, Mcdaniel and Calderon",441600,2008,"Gray, Martin and Parks",Fast Breeder Reactor,Thorium,"New Michelle, Swaziland",Operational,1994,7.87,5
Kenya,"Hughes, King and Rodriguez",101400,2015,"Fisher, Mullins and Johnson",Pressurized Water Reactor,Thorium,"Coryfort, Kenya",Under Construction,1984,9.35,2
Zimbabwe,"Simpson, Reyes and Bell",329400,2004,"Garcia, Fox and Hernandez",Boiling Water Reactor,Thorium,"Lake Christopherport, Zimbabwe",Planned,2014,2.88,3
United States of America,"Neal, Miller and Rogers",428400,2002,Oconnell-Holloway,Boiling Water Reactor,Thorium,"Carolineberg, United States of America",Decommissioned,1989,5.72,4
Jersey,Simmons PLC,404100,2023,Guerra-Cardenas,Fast Breeder Reactor,Thorium,"Delacruzville, Jersey",Decommissioned,1975,8.87,2
Lesotho,"Fowler, Brown and Frye",147500,1997,Edwards PLC,Boiling Water Reactor,Uranium,"Riveraville, Lesotho",Operational,2012,1.27,3
Montserrat,"Carr, Rosario and Moore",456500,2018,Allen-White,Pressurized Water Reactor,Thorium,"Kylestad, Montserrat",Operational,2000,1.05,1
Central African Republic,"Morales, Flores and Carpenter",238800,1999,Cole-Gutierrez,Pressurized Water Reactor,Uranium,"South Karen, Central African Republic",Under Construction,1971,3.86,4
Armenia,Washington-Walker,125400,1980,Parker-Velez,Fast Breeder Reactor,Mixed Oxide Fuel,"East Kelly, Armenia",Operational,1976,8.49,5
Jersey,Bryan-Harper,366900,1999,"Castro, Mendoza and Caldwell",Fast Breeder Reactor,Mixed Oxide Fuel,"Port Tannerburgh, Jersey",Operational,1989,7.78,4
Korea,"Anderson, Everett and Flowers",155300,2002,"Hodges, Perez and Reid",Boiling Water Reactor,Mixed Oxide Fuel,"Lake Jasontown, Korea",Operational,1995,6.27,2
New Zealand,"Everett, Archer and Moore",214700,2022,Smith-Stone,Fast Breeder Reactor,Uranium,"West Matthew, New Zealand",Planned,2014,2.44,3
Paraguay,"Miller, Perez and Williams",102500,1988,Becker-Porter,Boiling Water Reactor,Thorium,"Lake Jasminechester, Paraguay",Operational,1989,1.12,4
Cayman Islands,"Morris, Glenn and Gutierrez",234100,2020,"Coleman, Garrett and Moon",Fast Breeder Reactor,Uranium,"Jermaineville, Cayman Islands",Planned,1988,9.98,5
Singapore,Vargas-Davis,489900,1982,Hughes LLC,Fast Breeder Reactor,Uranium,"West Shannon, Singapore",Operational,1979,3.01,1
United States Minor Outlying Islands,"Bishop, Holmes and Castillo",456700,1999,Barry-Black,Boiling Water Reactor,Mixed Oxide Fuel,"Port Paulaton, United States Minor Outlying Islands",Operational,2008,1.51,3
Libyan Arab Jamahiriya,"Salazar, Brown and Kerr",355100,1975,Page LLC,Fast Breeder Reactor,Uranium,"West Glendatown, Libyan Arab Jamahiriya",Under Construction,1987,1.35,2
Finland,Francis Ltd,189900,2015,Black-Clark,Boiling Water Reactor,Mixed Oxide Fuel,"Alexisberg, Finland",Operational,2008,3.84,3
Dominica,"Lyons, Marshall and Lawson",212900,1990,Williams Inc,Pressurized Water Reactor,Mixed Oxide Fuel,"Port Stacey, Dominica",Operational,2022,9.47,5
Rwanda,Taylor-Reyes,477800,2007,Hardy-Guzman,Pressurized Water Reactor,Uranium,"Monicaborough, Rwanda",Operational,2006,8.99,4
Dominican Republic,Frank Inc,93000,1988,Faulkner and Sons,Boiling Water Reactor,Mixed Oxide Fuel,"East Amandaview, Dominican Republic",Decommissioned,2002,8.36,2
Western Sahara,Vasquez-Pena,451400,2019,"Kemp, Baldwin and Dunn",Pressurized Water Reactor,Uranium,"West Brandy, Western Sahara",Operational,1995,4.39,4
Macao,Terrell-Munoz,143600,2005,Jensen and Sons,Pressurized Water Reactor,Mixed Oxide Fuel,"West Sandra, Macao",Decommissioned,1973,3.4,2
Syrian Arab Republic,Smith-Harmon,476200,2004,Hughes Group,Boiling Water Reactor,Thorium,"Cynthiahaven, Syrian Arab Republic",Operational,1987,3.48,3
Fiji,Dominguez-Wiley,217200,2015,"Ramsey, Wood and Cruz",Pressurized Water Reactor,Mixed Oxide Fuel,"West Tracy, Fiji",Under Construction,2021,5.85,3
Bouvet Island (Bouvetoya),Norris-Diaz,244200,1974,Meza PLC,Pressurized Water Reactor,Thorium,"Diazmouth, Bouvet Island (Bouvetoya)",Planned,2023,2.37,5
Tajikistan,Davila-Wade,75400,1976,"Johnson, Garcia and Guzman",Fast Breeder Reactor,Uranium,"West Kyleburgh, Tajikistan",Operational,1999,3.72,1
Thailand,"Roth, Adams and Kelly",448500,1978,Andrews LLC,Fast Breeder Reactor,Uranium,"West Karen, Thailand",Under Construction,1993,8.26,3
Wallis and Futuna,Harris Ltd,182900,2008,Jackson-Martinez,Fast Breeder Reactor,Uranium,"Rivashaven, Wallis and Futuna",Decommissioned,1974,8.46,2
Dominican Republic,Hobbs LLC,83300,2012,Russell-Berry,Boiling Water Reactor,Uranium,"New John, Dominican Republic",Under Construction,2007,8.4,1
Tokelau,Cox Group,404300,2006,Mora-Sims,Boiling Water Reactor,Uranium,"Kristystad, Tokelau",Planned,1971,2.32,4
New Caledonia,Suarez and Sons,179300,1989,Sanders-Velasquez,Boiling Water Reactor,Thorium,"Bruceburgh, New Caledonia",Planned,1970,8.8,1
Tajikistan,"Ramirez, Miller and Mckinney",246200,1992,Phillips LLC,Fast Breeder Reactor,Uranium,"Lake Matthew, Tajikistan",Decommissioned,1993,3.95,3
Hong Kong,Waters-Blair,300300,1978,"Miles, Carney and Bruce",Boiling Water Reactor,Uranium,"Robinsonview, Hong Kong",Under Construction,2008,5.45,3
Netherlands,"Harris, Decker and Edwards",113000,1982,Carlson-Green,Fast Breeder Reactor,Uranium,"Burnsshire, Netherlands",Decommissioned,2018,5.33,1
Eritrea,"Morgan, Ayers and Hunter",334700,2002,"Gardner, Simmons and Brown",Boiling Water Reactor,Uranium,"Michellebury, Eritrea",Under Construction,2023,5.96,3
Cook Islands,"Young, Brooks and Smith",366300,1974,"Sanders, Hamilton and Wilkinson",Pressurized Water Reactor,Mixed Oxide Fuel,"North Amandaside, Cook Islands",Operational,2007,9.22,1
Sierra Leone,Weeks-Ruiz,103700,1982,"Donaldson, Fields and Clark",Fast Breeder Reactor,Thorium,"Lake Michaelmouth, Sierra Leone",Planned,1981,4.68,3
Guam,Butler PLC,154100,1981,Duffy-Allen,Boiling Water Reactor,Thorium,"Port Charles, Guam",Planned,2020,9.76,3
Mexico,"Brown, Lynch and Freeman",101100,2018,"Hodges, Morton and Bradshaw",Fast Breeder Reactor,Thorium,"Martinmouth, Mexico",Operational,1995,8.57,5
Northern Mariana Islands,Gaines PLC,112800,1983,Nelson-Stone,Boiling Water Reactor,Mixed Oxide Fuel,"Collinsview, Northern Mariana Islands",Planned,2006,7.21,1
Tajikistan,Johnson-Watkins,427500,1986,Lopez PLC,Boiling Water Reactor,Thorium,"Arianaport, Tajikistan",Planned,1973,3.27,3
Equatorial Guinea,Cunningham and Sons,331800,2006,Guerrero-Clark,Pressurized Water Reactor,Uranium,"North Vicki, Equatorial Guinea",Operational,2012,8.36,1
Nigeria,"Villegas, Erickson and Fitzgerald",257300,2021,"Wilson, Lee and Adams",Pressurized Water Reactor,Mixed Oxide Fuel,"Coleshire, Nigeria",Under Construction,2005,9.6,4
Samoa,Arroyo-Moore,393400,2005,"Townsend, Zimmerman and Warner",Pressurized Water Reactor,Thorium,"Port Stephaniemouth, Samoa",Under Construction,1978,3.11,5
Yemen,Matthews Inc,382300,1972,Marshall LLC,Pressurized Water Reactor,Mixed Oxide Fuel,"Munoztown, Yemen",Under Construction,2019,1.28,2
Saint Pierre and Miquelon,"Lloyd, Sims and Huff",165000,2004,"Carter, Collins and Nelson",Boiling Water Reactor,Thorium,"East Norma, Saint Pierre and Miquelon",Planned,2016,8.5,5
Tonga,"Diaz, Brown and Cox",441300,2015,Gray LLC,Fast Breeder Reactor,Mixed Oxide Fuel,"Carolview, Tonga",Decommissioned,2009,2.68,2
Pitcairn Islands,"Hernandez, Allen and Thomas",240800,1987,Jones-Alexander,Boiling Water Reactor,Thorium,"East Danielle, Pitcairn Islands",Operational,2010,8.07,5
Sri Lanka,Valenzuela Ltd,50800,1983,Garza-Williams,Boiling Water Reactor,Mixed Oxide Fuel,"Wellsville, Sri Lanka",Operational,2021,9.84,2
Vanuatu,"Ramirez, Ferguson and Foster",476500,2012,Delgado and Sons,Boiling Water Reactor,Mixed Oxide Fuel,"Ramirezborough, Vanuatu",Under Construction,1986,3.72,4
Burkina Faso,"Williams, Kent and Li",107100,2012,Graham-Martin,Boiling Water Reactor,Mixed Oxide Fuel,"Lake Roy, Burkina Faso",Decommissioned,2014,2.14,1
Monaco,Harris LLC,293800,1996,"Skinner, Ramirez and Jacobs",Boiling Water Reactor,Uranium,"South Kevin, Monaco",Under Construction,2002,4.59,3
Saint Barthelemy,Davis-Simon,112300,2003,Schmidt LLC,Fast Breeder Reactor,Uranium,"Huntmouth, Saint Barthelemy",Operational,1975,1.61,5
China,Hayes-Wilson,459400,2001,Smith-Reed,Boiling Water Reactor,Thorium,"Suarezchester, China",Decommissioned,1981,6.65,3
Yemen,Evans Inc,103200,1992,Jones-Lin,Boiling Water Reactor,Uranium,"North Regina, Yemen",Decommissioned,2010,3.06,3
Tonga,Yang Ltd,246500,1989,Wilcox-Duncan,Fast Breeder Reactor,Mixed Oxide Fuel,"West Scottside, Tonga",Planned,1995,8.1,5
Bermuda,"Roberts, Wagner and Stewart",372100,2001,Rice Ltd,Boiling Water Reactor,Uranium,"Knightberg, Bermuda",Operational,1984,4.01,2
Spain,Smith-Wright,159300,2019,Palmer-Valenzuela,Boiling Water Reactor,Thorium,"New Drewmouth, Spain",Decommissioned,1981,8.37,5
Tunisia,"Warren, Hebert and Pierce",265100,1997,Kerr-Davis,Fast Breeder Reactor,Uranium,"New Rebecca, Tunisia",Under Construction,1991,1.21,4
United Arab Emirates,"Grant, Wallace and Brown",474900,1997,"Barnes, Barnes and Wells",Fast Breeder Reactor,Uranium,"West Melissabury, United Arab Emirates",Operational,1974,8.22,1
Congo,Wright-Wagner,131600,1989,"Clark, Burns and Glover",Fast Breeder Reactor,Uranium,"Jessicamouth, Congo",Under Construction,2000,6.88,4
Uzbekistan,Murphy and Sons,422300,2001,Strickland-Brooks,Pressurized Water Reactor,Mixed Oxide Fuel,"Lake Davidton, Uzbekistan",Planned,2008,3.06,4
Poland,Davis-Hardy,237700,1971,Delgado-Horton,Fast Breeder Reactor,Mixed Oxide Fuel,"Lake Jerryside, Poland",Under Construction,2018,6.7,3
Gabon,Ramirez and Sons,478600,2001,Wilcox-Richardson,Pressurized Water Reactor,Uranium,"Kimberlytown, Gabon",Decommissioned,1990,3.46,4
Slovenia,Rodriguez PLC,215200,1975,Villarreal Ltd,Fast Breeder Reactor,Thorium,"Wrightton, Slovenia",Under Construction,1986,8.37,3
Burkina Faso,Aguirre-Lawson,276200,2016,"Garcia, Hernandez and Koch",Pressurized Water Reactor,Mixed Oxide Fuel,"Danielborough, Burkina Faso",Decommissioned,2003,3.84,1
Cyprus,"Thompson, Wilson and Reynolds",268700,1978,Barrett-Oconnell,Boiling Water Reactor,Uranium,"Franklinchester, Cyprus",Decommissioned,1978,2.95,2
Senegal,"Robinson, Allen and Arnold",207800,1995,Sandoval-Roy,Pressurized Water Reactor,Uranium,"Portermouth, Senegal",Operational,2017,5.72,5
Finland,"Larson, Delacruz and Sparks",86100,2014,"Summers, Simmons and Allison",Boiling Water Reactor,Mixed Oxide Fuel,"Joshuahaven, Finland",Planned,1992,4.39,3
Comoros,Newman PLC,348300,1981,"Bonilla, Dougherty and Mcdonald",Fast Breeder Reactor,Thorium,"East Frankshire, Comoros",Planned,1978,9.72,5
Qatar,"Garner, Lee and West",153200,2008,Garcia-Crawford,Boiling Water Reactor,Thorium,"Schultzton, Qatar",Decommissioned,1992,2.68,1
Kazakhstan,Marsh Group,342100,1985,Jones LLC,Boiling Water Reactor,Thorium,"North Ericachester, Kazakhstan",Operational,1984,6.63,5
Hong Kong,Conrad-Diaz,95800,2004,Travis-Richardson,Boiling Water Reactor,Mixed Oxide Fuel,"West Christineton, Hong Kong",Under Construction,2005,1.67,5
Tanzania,"Martin, Johnson and Mills",170500,1995,White PLC,Fast Breeder Reactor,Uranium,"South Ashley, Tanzania",Under Construction,1987,2.3,4
